id,name,programId,levelId,openings,futureOpenings,dayNumber,startTime,endTime,dayName,location,location.short,level,helper,helper2
3044,Swish! Hub - Sheltered Pool: Zuma Roller with Coach Amelia F.,17,10,3,0,1,12:00 PM,12:30PM,Sun,Hub - Sheltered Pool,Hub,Zuma Roller,Sun|Hub - Sheltered Pool|Zuma Roller|12:00 PM,Sun|Hub|Zuma Roller|12:00 PM
713,Swish! Hub - Sheltered Pool: Zuma Roller with Coach Shannon T.,17,10,3,0,1,3:00 PM,3:30PM,Sun,Hub - Sheltered Pool,Hub,Zuma Roller,Sun|Hub - Sheltered Pool|Zuma Roller|3:00 PM,Sun|Hub|Zuma Roller|3:00 PM
2676,Swish! Laguna - 20m Outdoor Pool: Zuma Roller with Coach Imam R.,68,10,3,0,1,8:00 AM,8:30AM,Sun,Laguna - 20m Outdoor Pool,Laguna,Zuma Roller,Sun|Laguna - 20m Outdoor Pool|Zuma Roller|8:00 AM,Sun|Laguna|Zuma Roller|8:00 AM
741,Swish! Hub - Sheltered Pool: Zuma Roller with Coach Joey Y.,17,10,3,0,3,5:30 PM,6:00PM,Tue,Hub - Sheltered Pool,Hub,Zuma Roller,Tue|Hub - Sheltered Pool|Zuma Roller|5:30 PM,Tue|Hub|Zuma Roller|5:30 PM
3047,Swish! Laguna - 20m Outdoor Pool: Zuma Roller with Coach Daphne S.,68,10,2,0,3,4:00 PM,4:30PM,Tue,Laguna - 20m Outdoor Pool,Laguna,Zuma Roller,Tue|Laguna - 20m Outdoor Pool|Zuma Roller|4:00 PM,Tue|Laguna|Zuma Roller|4:00 PM
2923,Swish! Laguna - 20m Outdoor Pool: Zuma Roller with Coach Ryan L.,68,10,2,0,4,4:30 PM,5:00PM,Wed,Laguna - 20m Outdoor Pool,Laguna,Zuma Roller,Wed|Laguna - 20m Outdoor Pool|Zuma Roller|4:30 PM,Wed|Laguna|Zuma Roller|4:30 PM
738,Swish! Hub - Sheltered Pool: Zuma Roller with Coach Amelia F.,17,10,2,0,5,5:00 PM,5:30PM,Thu,Hub - Sheltered Pool,Hub,Zuma Roller,Thu|Hub - Sheltered Pool|Zuma Roller|5:00 PM,Thu|Hub|Zuma Roller|5:00 PM
844,Swish! Laguna - 20m Outdoor Pool: Zuma Roller with Coach Shar P.,68,10,2,0,7,10:00 AM,10:30AM,Sat,Laguna - 20m Outdoor Pool,Laguna,Zuma Roller,Sat|Laguna - 20m Outdoor Pool|Zuma Roller|10:00 AM,Sat|Laguna|Zuma Roller|10:00 AM
2771,Swish! Laguna - 20m Outdoor Pool: Zuma Roller with Coach Imam R.,68,10,1,0,1,4:00 PM,4:30PM,Sun,Laguna - 20m Outdoor Pool,Laguna,Zuma Roller,Sun|Laguna - 20m Outdoor Pool|Zuma Roller|4:00 PM,Sun|Laguna|Zuma Roller|4:00 PM
740,Swish! Hub - Sheltered Pool: Zuma Roller with Coach Ryan L.,17,10,1,0,2,5:30 PM,6:00PM,Mon,Hub - Sheltered Pool,Hub,Zuma Roller,Mon|Hub - Sheltered Pool|Zuma Roller|5:30 PM,Mon|Hub|Zuma Roller|5:30 PM
742,Swish! Hub - Sheltered Pool: Zuma Roller with Coach Ryan L.,17,10,1,0,7,5:00 PM,5:30PM,Sat,Hub - Sheltered Pool,Hub,Zuma Roller,Sat|Hub - Sheltered Pool|Zuma Roller|5:00 PM,Sat|Hub|Zuma Roller|5:00 PM
2703,Swish! Laguna - 20m Outdoor Pool: Zuma Roller with Coach Amelia F.,68,10,1,0,7,12:00 PM,12:30PM,Sat,Laguna - 20m Outdoor Pool,Laguna,Zuma Roller,Sat|Laguna - 20m Outdoor Pool|Zuma Roller|12:00 PM,Sat|Laguna|Zuma Roller|12:00 PM
841,Swish! Laguna - 20m Outdoor Pool: Zuma Roller with Coach Ivan T.,68,10,0,0,1,10:00 AM,10:30AM,Sun,Laguna - 20m Outdoor Pool,Laguna,Zuma Roller,Sun|Laguna - 20m Outdoor Pool|Zuma Roller|10:00 AM,Sun|Laguna|Zuma Roller|10:00 AM
920,Swish! Laguna - 20m Outdoor Pool: Zuma Roller with Coach Ivan T.,68,10,0,0,1,11:00 AM,11:30AM,Sun,Laguna - 20m Outdoor Pool,Laguna,Zuma Roller,Sun|Laguna - 20m Outdoor Pool|Zuma Roller|11:00 AM,Sun|Laguna|Zuma Roller|11:00 AM
3064,Swish! Laguna - 20m Outdoor Pool: Zuma Roller with Coach Ivan T.,68,10,0,0,1,4:30 PM,5:00PM,Sun,Laguna - 20m Outdoor Pool,Laguna,Zuma Roller,Sun|Laguna - 20m Outdoor Pool|Zuma Roller|4:30 PM,Sun|Laguna|Zuma Roller|4:30 PM
910,Swish! Laguna - 20m Outdoor Pool: Zuma Roller with Coach Ivan T.,68,10,0,0,1,9:00 AM,9:30AM,Sun,Laguna - 20m Outdoor Pool,Laguna,Zuma Roller,Sun|Laguna - 20m Outdoor Pool|Zuma Roller|9:00 AM,Sun|Laguna|Zuma Roller|9:00 AM
845,Swish! Laguna - 20m Outdoor Pool: Zuma Roller with Coach Shar P.,68,10,0,0,7,11:30 AM,12:00PM,Sat,Laguna - 20m Outdoor Pool,Laguna,Zuma Roller,Sat|Laguna - 20m Outdoor Pool|Zuma Roller|11:30 AM,Sat|Laguna|Zuma Roller|11:30 AM
2314,Swish! Laguna - 20m Outdoor Pool: Zuma Roller with Coach Ivan T.,68,10,0,0,7,4:00 PM,4:30PM,Sat,Laguna - 20m Outdoor Pool,Laguna,Zuma Roller,Sat|Laguna - 20m Outdoor Pool|Zuma Roller|4:00 PM,Sat|Laguna|Zuma Roller|4:00 PM
2859,Swish! Laguna - 20m Outdoor Pool: Zuma Roller with Coach Shar P.,68,10,0,0,7,8:30 AM,9:00AM,Sat,Laguna - 20m Outdoor Pool,Laguna,Zuma Roller,Sat|Laguna - 20m Outdoor Pool|Zuma Roller|8:30 AM,Sat|Laguna|Zuma Roller|8:30 AM
843,Swish! Laguna - 20m Outdoor Pool: Zuma Roller with Coach Shar P.,68,10,0,0,7,9:30 AM,10:00AM,Sat,Laguna - 20m Outdoor Pool,Laguna,Zuma Roller,Sat|Laguna - 20m Outdoor Pool|Zuma Roller|9:30 AM,Sat|Laguna|Zuma Roller|9:30 AM
948,Swish! Laguna - 20m Outdoor Pool: Zuma Stroker with Coach Daphne S.,68,11,3,0,3,4:30 PM,5:00PM,Tue,Laguna - 20m Outdoor Pool,Laguna,Zuma Stroker,Tue|Laguna - 20m Outdoor Pool|Zuma Stroker|4:30 PM,Tue|Laguna|Zuma Stroker|4:30 PM
926,Swish! Laguna - 20m Outdoor Pool: Zuma Stroker with Coach Ivan T.,68,11,2,0,1,3:30 PM,4:00PM,Sun,Laguna - 20m Outdoor Pool,Laguna,Zuma Stroker,Sun|Laguna - 20m Outdoor Pool|Zuma Stroker|3:30 PM,Sun|Laguna|Zuma Stroker|3:30 PM
847,Swish! Laguna - 20m Outdoor Pool: Zuma Stroker with Coach Imam R.,68,11,1,0,1,12:00 PM,12:30PM,Sun,Laguna - 20m Outdoor Pool,Laguna,Zuma Stroker,Sun|Laguna - 20m Outdoor Pool|Zuma Stroker|12:00 PM,Sun|Laguna|Zuma Stroker|12:00 PM
755,Swish! Laguna - 20m Outdoor Pool: Zuma Stroker with Coach Imam R.,68,11,1,0,1,4:30 PM,5:00PM,Sun,Laguna - 20m Outdoor Pool,Laguna,Zuma Stroker,Sun|Laguna - 20m Outdoor Pool|Zuma Stroker|4:30 PM,Sun|Laguna|Zuma Stroker|4:30 PM
784,Swish! Laguna - 20m Outdoor Pool: Zuma Stroker with Coach Ivan T.,68,11,1,0,1,5:00 PM,5:30PM,Sun,Laguna - 20m Outdoor Pool,Laguna,Zuma Stroker,Sun|Laguna - 20m Outdoor Pool|Zuma Stroker|5:00 PM,Sun|Laguna|Zuma Stroker|5:00 PM
854,Swish! Laguna - 20m Outdoor Pool: Zuma Stroker with Coach Joey Y.,68,11,1,0,7,12:00 PM,12:30PM,Sat,Laguna - 20m Outdoor Pool,Laguna,Zuma Stroker,Sat|Laguna - 20m Outdoor Pool|Zuma Stroker|12:00 PM,Sat|Laguna|Zuma Stroker|12:00 PM
2365,Swish! Laguna - 20m Outdoor Pool: Zuma Stroker with Coach Ivan T.,68,11,0,0,7,3:30 PM,4:00PM,Sat,Laguna - 20m Outdoor Pool,Laguna,Zuma Stroker,Sat|Laguna - 20m Outdoor Pool|Zuma Stroker|3:30 PM,Sat|Laguna|Zuma Stroker|3:30 PM
853,Swish! Laguna - 20m Outdoor Pool: Zuma Stroker with Coach Joey Y.,68,11,0,0,7,8:30 AM,9:00AM,Sat,Laguna - 20m Outdoor Pool,Laguna,Zuma Stroker,Sat|Laguna - 20m Outdoor Pool|Zuma Stroker|8:30 AM,Sat|Laguna|Zuma Stroker|8:30 AM
2530,Swish! Laguna - 20m Outdoor Pool: Zuma Stroker with Coach Ivan T.,68,11,0,0,7,9:30 AM,10:00AM,Sat,Laguna - 20m Outdoor Pool,Laguna,Zuma Stroker,Sat|Laguna - 20m Outdoor Pool|Zuma Stroker|9:30 AM,Sat|Laguna|Zuma Stroker|9:30 AM
3247,Swish! Hub - Sheltered Pool: Adult Class with Coach Muhammad Danial B.,17,25,5,0,6,9:00 AM,9:30AM,Fri,Hub - Sheltered Pool,Hub,Adult Class,Fri|Hub - Sheltered Pool|Adult Class|9:00 AM,Fri|Hub|Adult Class|9:00 AM
